gene_id	sampleB	baseMeanA	baseMeanB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DE_02	DE_03	DE_05	DE_11	DE_12	DE_13	DE_14	DE_15
TRINITY_DN114215_c0_g1_i1	HOL01	HOL03	68.7316837152885	0	25.7743813932332	8.6846839458922	1.50591004207484	5.76706689194159	8.066304246592581e-9	1.39516091772728e-7	33	37	112	0	0	0	0	0
TRINITY_DN12296_c0_g1_i4	HOL01	HOL03	158.728222718604	0	59.5230835194764	9.89300345530367	1.71609789538027	5.76482465361424	8.17427825467759e-9	1.41263979891767e-7	73	43	293	0	0	0	0	0
TRINITY_DN102995_c0_g1_i2	HOL01	HOL03	44.5946737673859	0	16.7230026627697	8.0598200079929	1.39911219616161	5.76066739329738	8.378199342133711e-9	1.44584120083701e-7	24	30	66	0	0	0	0	0
TRINITY_DN124094_c0_g1_i1	HOL01	HOL03	120.371696425601	0	45.1393861596002	9.49383612182652	1.65012995740723	5.75338692519936	8.7472964507883e-9	1.50529669231641e-7	32	73	212	0	0	0	0	0
TRINITY_DN12046_c0_g1_i3	HOL01	HOL03	62.7400530052596	0	23.5275198769723	8.55407902787784	1.4884118319039	5.74711840132035	9.077716604771271e-9	1.55821841512497e-7	17	84	76	0	0	0	0	0
TRINITY_DN104702_c0_g1_i2	HOL01	HOL03	45.5456192292506	0	17.079607210969	8.09023435875151	1.41046854199958	5.735848845861	9.702516487110121e-9	1.6561863124821e-7	27	27	68	0	0	0	0	0
TRINITY_DN102183_c0_g1_i2	HOL01	HOL03	87.4335482051895	0	32.7875805769461	9.03229007063913	1.58137692565098	5.71166173233556	1.1187830127227e-8	1.89861506117536e-7	30	52	149	0	0	0	0	0
TRINITY_DN10446_c0_g1_i3	HOL01	HOL03	0	267.471439872263	167.169649920164	-10.4264999931918	1.83121393036112	-5.69376402195441	1.24268809072111e-8	2.10016001384406e-7	0	0	0	593	31	15	494	384
TRINITY_DN10967_c0_g1_i1	HOL01	HOL03	52.5501189226169	0	19.7062945959813	8.29742735000112	1.45888723732411	5.6875042413972	1.28909402521981e-8	2.1755858751251e-7	19	47	77	0	0	0	0	0
TRINITY_DN102677_c0_g1_i1	HOL01	HOL03	61.5783991735846	0	23.0918996900942	8.52871646684865	1.50002801468084	5.68570478909574	1.30274267370301e-8	2.19680496611802e-7	69	104	14	0	0	0	0	0
TRINITY_DN118152_c0_g1_i1	HOL01	HOL03	58.1068671419318	0	21.7900751782244	8.44214945080006	1.49130794003972	5.66090290552278	1.50578610262531e-8	2.52115261014305e-7	31	30	93	0	0	0	0	0
TRINITY_DN1071_c0_g1_i2	HOL01	HOL03	49.6639439813523	0	18.6239789930071	8.21712479639981	1.45170616320679	5.66032231911747	1.5108894956188e-8	2.52900609754357e-7	15	73	54	0	0	0	0	0
TRINITY_DN1013161_c0_g1_i3	HOL01	HOL03	47.9094936807181	0	17.9660601302693	8.16423402228231	1.45656936666123	5.60511171602934	2.08120682761466e-8	3.42836713848231e-7	16	50	66	0	0	0	0	0
TRINITY_DN101080_c0_g1_i1	HOL01	HOL03	57.4088231320909	0	21.5283086745341	8.42472265428302	1.50680562065279	5.59111443361434	2.25616820451632e-8	3.6967005272341e-7	29	30	93	0	0	0	0	0
TRINITY_DN11052_c0_g1_i1	HOL01	HOL03	27.1836449525796	0	10.1938668572173	7.34447386347995	1.316064021585	5.58063570086406	2.39641100127945e-8	3.91496872457022e-7	26	15	33	0	0	0	0	0
TRINITY_DN11307_c0_g3_i3	HOL01	HOL03	63.3492686717513	0	23.7559757519067	8.5674069844329	1.53962268771406	5.56461466357923	2.62732325071502e-8	4.27170128207415e-7	18	58	96	0	0	0	0	0
TRINITY_DN1012397_c0_g1_i1	HOL01	HOL03	60.6360165619984	0	22.7385062107494	8.50393780246738	1.53884974996675	5.52616511303401	3.27306117125476e-8	5.26569187328205e-7	21	43	98	0	0	0	0	0
TRINITY_DN10387_c1_g1_i1	HOL01	HOL03	43.8005092046482	0	16.4251909517431	8.03393787865842	1.46226390370335	5.49417780081388	3.92534865234424e-8	6.25106926146518e-7	22	27	68	0	0	0	0	0
TRINITY_DN104486_c0_g1_i10	HOL01	HOL03	151.668220968365	0	56.875582863137	9.82738211291191	1.79399475822703	5.47793245651627	4.30324322533822e-8	6.82978211694029e-7	37	57	296	0	0	0	0	0
TRINITY_DN1003214_c0_g1_i1	HOL01	HOL03	28.2906600068412	0	10.6089975025655	7.40232479473709	1.35333550554524	5.4696893448863	4.50825069134775e-8	7.13666568744282e-7	16	22	39	0	0	0	0	0
TRINITY_DN103071_c0_g1_i1	HOL01	HOL03	58.3330109411025	0	21.8748791029134	8.44794773699459	1.54454138092231	5.46955092388005	4.51177280662139e-8	7.14039621420941e-7	22	37	96	0	0	0	0	0
TRINITY_DN107852_c0_g1_i1	HOL01	HOL03	43.6694925827912	0	16.3760597185467	8.02975315115428	1.47945454937273	5.42750918205552	5.71459279314419e-8	8.96295694537615e-7	19	30	68	0	0	0	0	0
TRINITY_DN1024300_c0_g1_i1	HOL01	HOL03	32.9400613870655	0	12.3525230201496	7.62227342353394	1.40691458278073	5.4177229497961	6.03628549977518e-8	9.44092311903822e-7	17	24	48	0	0	0	0	0
TRINITY_DN11307_c0_g3_i1	HOL01	HOL03	38.2698809159681	0	14.351205343488	7.83940132664065	1.45505536441843	5.38769968369827	7.13651677725484e-8	1.10572692798423e-6	15	33	56	0	0	0	0	0
TRINITY_DN10355_c0_g1_i3	HOL01	HOL03	41.95106662653	0	15.7316499849488	7.97214654136558	1.48081210937498	5.38363138097949	7.299792117798e-8	1.12955380760544e-6	15	37	62	0	0	0	0	0
TRINITY_DN1016495_c0_g1_i1	HOL01	HOL03	37.9557549800078	0	14.2334081175029	7.82718648573295	1.46472748720111	5.34378343693788	9.10263132336053e-8	1.39343953713902e-6	17	27	58	0	0	0	0	0
TRINITY_DN1012676_c0_g1_i1	HOL01	HOL03	34.9462112797988	0	13.1048292299245	7.70782637682232	1.4597108862697	5.28037877179894	1.28917098795739e-7	1.94289009188766e-6	16	25	53	0	0	0	0	0
TRINITY_DN11878_c0_g1_i3	HOL01	HOL03	3.09688811478041	186.52493752662	117.73941899718	-5.94965405373426	1.14525454098123	-5.19504952028982	2.04665353407864e-7	3.03373180397434e-6	3	0	5	94	457	197	112	64
TRINITY_DN113453_c0_g1_i1	HOL01	HOL03	58.1143678358209	0	21.7928879384328	8.44258479601904	1.62845829522964	5.18440344511771	2.16707376822085e-7	3.20370270903749e-6	19	33	101	0	0	0	0	0
TRINITY_DN12159_c0_g1_i2	HOL01	HOL03	69.6296780091536	0	26.1111292534326	8.7041176925293	1.68466522561504	5.16667499286193	2.38295095737098e-7	3.50592518014933e-6	12	72	106	0	0	0	0	0
TRINITY_DN11732_c0_g1_i5	HOL01	HOL03	17.7440560563655	0	6.65402102113706	6.72842851566208	1.30555366545981	5.15369738806745	2.55399969532804e-7	3.74499002716327e-6	11	16	22	0	0	0	0	0
TRINITY_DN108145_c0_g1_i1	HOL01	HOL03	48.6849041068803	0	18.2568390400801	8.18677701165929	1.59039188915914	5.14764761280801	2.63773416785472e-7	3.86407241332578e-6	21	24	83	0	0	0	0	0
TRINITY_DN122057_c0_g1_i1	HOL01	HOL03	47.7776308523013	0	17.916611569613	8.15964623683545	1.58633004047566	5.14372547240469	2.69343043666828e-7	3.9418927100241e-6	19	26	81	0	0	0	0	0
TRINITY_DN11382_c0_g1_i3	HOL01	HOL03	44.6634725297233	0	16.7488021986462	8.06229075964601	1.57650351394985	5.11403285073964	3.15352477384434e-7	4.59221269836048e-6	18	25	75	0	0	0	0	0
TRINITY_DN1015921_c0_g1_i1	HOL01	HOL03	26.0485968010286	0	9.76822380038574	7.28285236001326	1.42542950653684	5.10923362159617	3.23468185525868e-7	4.70480328819356e-6	16	16	38	0	0	0	0	0
TRINITY_DN1005031_c0_g1_i1	HOL01	HOL03	48.7895187292493	0	18.2960695234685	8.18988629446762	1.60584168024919	5.10005836515386	3.3954876150419e-7	4.92933075261403e-6	21	23	84	0	0	0	0	0
TRINITY_DN102995_c0_g1_i1	HOL01	HOL03	19.0612937309483	0	7.14798514910559	6.83130490912824	1.33964968010803	5.09932186792098	3.40872487293028e-7	4.94620350285002e-6	13	14	25	0	0	0	0	0
TRINITY_DN13052_c0_g1_i1	HOL01	HOL03	136.628567298915	0	51.2357127370933	9.67676511399485	1.91575693668131	5.05114449996877	4.3917067316645e-7	6.30682441401693e-6	16	68	269	0	0	0	0	0
TRINITY_DN104271_c0_g1_i7	HOL01	HOL03	29.1800253314044	0	10.9425094992766	7.44711895275295	1.48369893630667	5.01929250639678	5.18621294641536e-7	7.38375467664988e-6	15	18	45	0	0	0	0	0
TRINITY_DN11052_c0_g1_i2	HOL01	HOL03	28.2815282151508	0	10.6055730806816	7.40258882149399	1.47513843839711	5.01823329174288	5.21488269903962e-7	7.42112331687025e-6	11	25	41	0	0	0	0	0
TRINITY_DN101250_c0_g1_i4	HOL01	HOL03	24.2952747758073	0	9.11072804092773	7.18429401355269	1.43633016567863	5.00184023508152	5.67856416598201e-7	8.05477833990636e-6	9	29	30	0	0	0	0	0
TRINITY_DN12670_c0_g1_i1	HOL01	HOL03	50.2664438451966	0	18.8499164419487	8.23329928924167	1.64680839533054	4.99954901407285	5.74645635914275e-7	8.14730747350526e-6	51	11	71	0	0	0	0	0
TRINITY_DN111145_c0_g1_i1	HOL01	HOL03	22.916812617288	0	8.593804731483	7.09881969458225	1.41994601301762	4.99935886963484	5.75212564512363e-7	8.15345843121723e-6	10	22	31	0	0	0	0	0
TRINITY_DN103864_c0_g1_i2	HOL01	HOL03	60.1838025481687	0	22.5689259555633	8.49321387788041	1.7111869632957	4.96334653083303	6.92887952244142e-7	9.74033837042976e-6	48	12	97	0	0	0	0	0
TRINITY_DN119705_c0_g1_i1	HOL01	HOL03	33.8466969194263	0	12.6925113447848	7.66169953952716	1.55235318213902	4.93553891452068	7.99297407296388e-7	1.11695613739048e-5	14	21	55	0	0	0	0	0
TRINITY_DN13440_c0_g1_i1	HOL01	HOL03	313.76596051139	0	117.662235191771	10.8767543051758	2.21269794069676	4.91560737013693	8.85076254303563e-7	1.23401061828401e-5	295	685	4	0	0	0	0	0
TRINITY_DN1070_c0_g1_i1	HOL01	HOL03	24.2456593879221	0	9.09212227047078	7.18567511420005	1.4639082337393	4.90855570628595	9.17495692988668e-7	1.27775718662343e-5	28	38	7	0	0	0	0	0
TRINITY_DN11900_c0_g1_i2	HOL01	HOL03	79.7731191959784	0	29.9149196984919	8.89998263034836	1.81563987486746	4.90184356134943	9.49414306452267e-7	1.32040791500988e-5	29	20	155	0	0	0	0	0
TRINITY_DN11732_c0_g1_i3	HOL01	HOL03	18.4505941356787	0	6.9189728008795	6.78417082366144	1.38532051829648	4.89718497204091	9.72193160741695e-7	1.35116764080124e-5	13	12	25	0	0	0	0	0
TRINITY_DN107794_c0_g1_i1	HOL01	HOL03	34.6229535521482	0	12.9836075820556	7.69455044080753	1.57831037015162	4.87518208479384	1.08708136598717e-6	1.50333782673751e-5	13	22	57	0	0	0	0	0
TRINITY_DN131992_c0_g1_i1	HOL01	HOL03	61.472013749879	0	23.0520051562046	8.52372734999116	1.75411465739893	4.85927605361356	1.17815764013052e-6	1.62269495295226e-5	18	25	116	0	0	0	0	0
TRINITY_DN110829_c0_g1_i2	HOL01	HOL03	57.5379265872934	0	21.576722470235	8.42822807005528	1.74798352039271	4.82168622972015	1.42349736182656e-6	1.94834045749733e-5	17	24	108	0	0	0	0	0
TRINITY_DN107960_c0_g1_i1	HOL01	HOL03	21.3030748679076	0	7.98865307546535	6.99216573244292	1.47164084824171	4.75127184788125	2.02141151914122e-6	2.72650228747576e-5	15	11	31	0	0	0	0	0
TRINITY_DN110829_c0_g1_i1	HOL01	HOL03	33.4452265688947	0	12.5419599633355	7.6444456813916	1.61617028728002	4.72997538783924	2.2454705793062702e-06	3.01808389864063e-5	14	17	57	0	0	0	0	0
TRINITY_DN103105_c0_g1_i1	HOL01	HOL03	17.9705555089012	0	6.73895831583793	6.74687910217709	1.43450315454665	4.70328634746664	2.5600697410439e-6	3.42440071060202e-5	9	15	25	0	0	0	0	0
TRINITY_DN11241_c0_g1_i184	HOL01	HOL03	8.81190116200007	50.7441362577753	35.0195480968596	-2.52540412097946	0.541626581751179	-4.66262957924694	3.12194388595564e-6	4.13713277709929e-5	15	5	5	61	51	76	49	39
TRINITY_DN103814_c0_g1_i4	HOL01	HOL03	39.7080836296461	0	14.8905313611173	7.8926105607875	1.6971722251623	4.65044763505527	3.31215337984834e-6	4.37405588509698e-5	12	21	71	0	0	0	0	0
TRINITY_DN1035515_c0_g1_i1	HOL01	HOL03	15.0046840159778	0	5.62675650599167	6.48577812038257	1.39737079094898	4.64141526529115	3.46030917995349e-6	4.55792133501378e-5	9	12	20	0	0	0	0	0
TRINITY_DN10472_c0_g1_i2	HOL01	HOL03	7.48461190465554	135.639611934496	87.5814869233059	-4.2098073085262	0.910060532314788	-4.62585417018176	3.73057723936652e-6	4.89602299518662e-5	5	0	14	136	160	223	98	122
TRINITY_DN119058_c0_g1_i1	HOL01	HOL03	32.6076718677245	0	12.2278769503967	7.60826550066209	1.6492310804961	4.61321981536601	3.96478606805173e-6	5.18784042902719e-5	9	24	54	0	0	0	0	0
TRINITY_DN111318_c0_g1_i2	HOL01	HOL03	0	17.3426344103886	10.8391465064929	-6.47430968338053	1.40766457414367	-4.59932700041065	4.23858013251389e-6	5.52955993735516e-5	0	0	0	20	30	10	7	27
TRINITY_DN12508_c0_g1_i1	HOL01	HOL03	1.10800842984475	28.0142921295211	17.9244357421425	-4.71392777766692	1.03355629831059	-4.56088147822436	5.09393286774992e-6	6.60604592034216e-5	2	0	1	17	39	49	15	33
TRINITY_DN1175_c0_g2_i3	HOL01	HOL03	37.4732438525749	0	14.0524664447156	7.8121765772971	1.71406630540729	4.55768633491736	5.17201995383599e-6	6.70022115525173e-5	56	52	5	0	0	0	0	0
TRINITY_DN114112_c0_g1_i3	HOL01	HOL03	29.2230598164719	0	10.9586474311769	7.44955085820731	1.63959827356012	4.54352201898324	5.5322023643069e-6	7.14567390774897e-5	11	16	50	0	0	0	0	0
TRINITY_DN12968_c0_g1_i4	HOL01	HOL03	20.2921803665428	0	7.60956763745354	6.92319481801242	1.52981007307112	4.52552571059621	6.02455562653779e-6	7.76198425549074e-5	25	7	23	0	0	0	0	0
TRINITY_DN110038_c2_g1_i2	HOL01	HOL03	21.6602352889353	0	8.12258823335075	7.01677186577897	1.55671313898742	4.50742766284037	6.56182907021684e-6	8.4258506461684e-5	9	15	34	0	0	0	0	0
TRINITY_DN135094_c0_g1_i10	HOL01	HOL03	0	14.6775114348238	9.17344464676485	-6.23073299873832	1.3849494240082	-4.4988884725522	6.83096798950345e-6	8.76226113779209e-5	0	0	0	11	18	27	15	7
TRINITY_DN13405_c0_g1_i1	HOL01	HOL03	2.62598127969329	50.9318286621282	32.8171358937151	-4.31798904662122	0.962880364173448	-4.48445020511748	7.31021740883805e-6	9.35350562066928e-5	4	0	3	57	56	113	15	41
TRINITY_DN103864_c0_g1_i3	HOL01	HOL03	43.6769932766802	0	16.3788724787551	8.03065245978005	1.79436852819321	4.47547554117341	7.62414269693126e-6	9.74296733504589e-5	7	33	76	0	0	0	0	0
TRINITY_DN116916_c0_g1_i1	HOL01	HOL03	23.9284184253827	0	8.97315690951852	7.16043275640888	1.60595609735076	4.45867279200282	8.24687010899712e-6	1.0514630665712e-4	14	10	39	0	0	0	0	0
TRINITY_DN12031_c0_g2_i1	HOL01	HOL03	0.349022004920473	23.2009333906573	14.631466621006	-5.94205062916749	1.33316359145325	-4.45710538996208	8.30737674597297e-6	1.0589571818321e-4	1	0	0	34	17	43	8	31
TRINITY_DN114082_c0_g2_i1	HOL01	HOL03	33.8023869899224	0	12.6758951212209	7.66022995892951	1.74188274827489	4.39767255661495	1.09417886219881e-5	1.3747473263922e-4	8	21	60	0	0	0	0	0
TRINITY_DN12170_c0_g1_i3	HOL01	HOL03	32.3985162074982	0	12.1494435778118	7.59862752359649	1.73123241285606	4.3891435183222	1.1379795317813e-5	1.427437347574e-4	18	9	57	0	0	0	0	0
TRINITY_DN11340_c0_g1_i1	HOL01	HOL03	32.4766552458674	0	12.1787457172003	7.6028327684975	1.75288109383123	4.3373351422715	1.44220632244887e-5	1.789989585336e-4	6	27	54	0	0	0	0	0
TRINITY_DN12866_c0_g1_i2	HOL01	HOL03	19.6889814651623	0	7.38336804943585	6.87852333965092	1.60154165441893	4.29493876770041	1.74741559923009e-5	2.1565657102262e-4	13	8	31	0	0	0	0	0
TRINITY_DN113516_c0_g1_i23	HOL01	HOL03	77.0581624039125	0	28.8968109014672	8.85023382165566	2.08444988813439	4.24583669390909	2.17779210210745e-5	2.661441802342e-4	6	28	162	0	0	0	0	0
TRINITY_DN1010265_c0_g1_i1	HOL01	HOL03	31.9623582723479	0	11.9858843521304	7.58048069912135	1.8154378477905	4.17556608084781	2.97245948853756e-5	3.5924597681254e-4	4	37	47	0	0	0	0	0
TRINITY_DN12398_c0_g1_i1	HOL01	HOL03	2.04982210001899	30.3131463353683	19.7143997471123	-4.00453275546927	0.976191169614044	-4.10220137214777	4.09237860832866e-5	4.8852570280989e-4	0	0	5	26	42	40	20	37
TRINITY_DN12460_c0_g1_i1	HOL01	HOL03	31.5254277151496	0	11.8220353931811	7.55977468083384	1.8496630376695	4.08710912575669	4.36781702256495e-5	5.1918039242025e-4	5	21	57	0	0	0	0	0
TRINITY_DN12272_c0_g1_i2	HOL01	HOL03	0	9.92039163937575	6.20024477460984	-5.65704308271065	1.38851098298407	-4.07417957224437	4.6176842386365103e-05	5.4792405483553e-4	0	0	0	6	18	12	7	9
TRINITY_DN115668_c0_g1_i1	HOL01	HOL03	18.1097105468655	0	6.79114145507454	6.75897056193526	1.66434832797807	4.06103124467124	4.88564318323629e-5	5.7792847718595e-4	5	16	28	0	0	0	0	0
TRINITY_DN11370_c0_g2_i1	HOL01	HOL03	0	9.05798832268886	5.66124270168054	-5.52664028066478	1.37295507005613	-4.02536135464276	5.68878902319116e-5	6.6892952385366e-4	0	0	0	6	15	13	6	8
TRINITY_DN10940_c0_g1_i2	HOL01	HOL03	0.409964420003798	13.0731345087641	8.32444572547899	-5.12030864235165	1.27446926438415	-4.01760072639013	5.87937065154981e-5	6.9080913737225e-4	0	0	1	13	11	21	7	23
TRINITY_DN1034623_c0_g1_i1	HOL01	HOL03	21.9480328099193	0	8.23051230371973	7.03588681908489	1.75843014101435	4.00123192555505	6.30135570909224e-5	7.384084827967e-4	13	6	38	0	0	0	0	0
TRINITY_DN10098_c0_g1_i5	HOL01	HOL03	4.20489654462516	30.4111392337504	20.5837982253284	-2.90866907431846	0.72987349460346	-3.98516879407813	6.74321739469942e-5	7.8837734208295e-4	5	0	6	29	42	35	20	40
TRINITY_DN10087_c0_g1_i1	HOL01	HOL03	0.758986424924272	20.6737888035247	13.2057379115495	-4.84915432304849	1.21745995635824	-3.98300929547914	6.8048092910157e-5	7.9512308143333e-4	1	0	1	15	39	25	12	17
TRINITY_DN11833_c0_g1_i7	HOL01	HOL03	4.38772378987513	57.4946353269569	37.5795435005513	-3.76268472477588	0.947361737839111	-3.97175078376966	7.13463383495765e-5	8.3144202516836e-4	2	0	9	37	85	86	39	63
TRINITY_DN13368_c0_g1_i1	HOL01	HOL03	3.91681695478801	41.3603573921956	27.3190297281677	-3.45707307719023	0.875800118529788	-3.94733113646256	7.9027219739279e-5	9.1711395394723e-4	3	0	7	31	43	88	28	38
TRINITY_DN1189_c0_g1_i1	HOL01	HOL03	108.555348537431	0	40.7082557015367	9.34494759619243	2.37408158146007	3.93623693017543	8.27692593485653e-5	9.5854312579795e-4	2	31	240	0	0	0	0	0
TRINITY_DN0_c0_g1_i70	HOL01	HOL03	0	47.1950813088256	29.496925818016	-7.92437759736351	2.01458656929618	-3.9335006587142902	8.37176094334316e-5	9.6897636628005e-4	0	0	0	53	0	93	62	67
TRINITY_DN11604_c1_g1_i1	HOL01	HOL03	3.38496770461756	21.8656113057598	14.9353699553314	-2.76059190824714	0.701879536896115	-3.93314203239941	8.38426622950593e-5	9.7024046471141e-4	5	0	4	26	13	30	16	42
TRINITY_DN1027218_c0_g1_i3	HOL01	HOL03	22.8285484116452	0	8.56070565436697	7.09323189341768	1.8068329970108301	3.92578168826477	8.64485358474615e-5	9.9907501445444e-4	5	14	41	0	0	0	0	0
TRINITY_DN10472_c0_g1_i3	HOL01	HOL03	0	32.3876302787032	20.2422689241895	-7.37772765662677	1.88002114723382	-3.92427907924442	8.69898456419206e-5	0.00100495170913841	0	0	0	11	94	39	2	13
TRINITY_DN11833_c0_g1_i2	HOL01	HOL03	1.57891526493187	24.2605519001499	15.7549381619431	-4.04143438117592	1.03918215850034	-3.88905289425694	1.0063618489964e-4	0.00115562785295346	1	0	3	22	31	48	7	26
TRINITY_DN11124_c0_g1_i1	HOL01	HOL03	6.1328338144775	86.8594955032078	56.5869973699339	-3.8467267717252702	0.989384631604291	-3.88799931679531	1.0107391114359e-4	0.00116000206414205	7	0	9	54	152	137	35	85
TRINITY_DN13433_c0_g1_i3	HOL01	HOL03	46.0482335222071	0	17.2680875708277	8.1069480753931	2.0988223089378	3.86261764079303	1.1217851476646e-4	0.00128096781922422	4	16	97	0	0	0	0	0
TRINITY_DN11425_c0_g1_i15	HOL01	HOL03	0	58.1164967913737	36.3228104946085	-8.2242151060814	2.13670274748325	-3.8490216366167	1.1859053331254e-4	0.00135217045269431	0	0	0	29	0	116	123	59
TRINITY_DN11158_c0_g1_i2	HOL01	HOL03	17.6649236424131	0	6.62434636590493	6.72203420557904	1.7616475649968	3.8157656157469	1.3576132735387e-4	0.00154049753615125	11	5	30	0	0	0	0	0
TRINITY_DN10383_c1_g1_i6	HOL01	HOL03	0	32.506115822404	20.3163223890025	-7.38673721473492	1.97042777854089	-3.74879876094968	1.7768358442124e-4	0.00199916059364528	0	0	0	31	0	61	48	49
TRINITY_DN13433_c0_g1_i6	HOL01	HOL03	38.4599267862539	0	14.4224725448452	7.8472928224981	2.10309869687697	3.73130031136962	1.9049397538801e-4	0.00213701380959458	2	27	72	0	0	0	0	0
TRINITY_DN105688_c0_g1_i1	HOL01	HOL03	0.409964420003798	25.0008345731679	15.7792582657313	-6.04253141027939	1.62627095904211	-3.71557481038614	2.0274226734781e-4	0.00226860265288205	0	0	1	9	49	52	3	19
TRINITY_DN132981_c0_g1_i1	HOL01	HOL03	19.0603739398769	0	7.14764022745382	6.8321928995209	1.88574139459673	3.62308051310609	2.9111515717432e-4	0.00321228167758841	10	4	35	0	0	0	0	0
TRINITY_DN12869_c0_g2_i2	HOL01	HOL03	10.7033848496026	235.336536545667	151.099104659643	-4.47062874125628	1.2377576821494	-3.6118771919015	3.0398852643549e-4	0.00334709724928426	6	0	21	132	542	312	89	118
TRINITY_DN12869_c0_g1_i1	HOL01	HOL03	1.86699485476902	36.1073561809097	23.2672206836069	-4.30360831289963	1.19341410052392	-3.60613161098926	3.1079555100479e-4	0.0034195883335501	3	0	2	25	95	26	9	26
TRINITY_DN114508_c0_g1_i1	HOL01	HOL03	0	10.4431331449226	6.52695821557663	-5.74690809079783	1.61275829582704	-3.56340321154618	3.6607771158156e-4	0.00400410977407992	0	0	0	7	14	24	1	12
TRINITY_DN1001876_c0_g1_i2	HOL01	HOL03	11.2706943064397	0	4.2265103649149	6.07456610518489	1.71479702444267	3.54244031135942	3.9644313069512e-4	0.00432081400387397	3	12	16	0	0	0	0	0
TRINITY_DN13157_c0_g1_i1	HOL01	HOL03	0.409964420003798	10.905986222756	6.96997804672395	-4.84871930348543	1.37438581458035	-3.52791716274075	4.1884320888087e-4	0.00455684452240609	0	0	1	4	11	23	8	15
TRINITY_DN11761_c0_g1_i1	HOL01	HOL03	0	51.7539755982648	32.3462347489155	-8.05772200808567	2.29554811554799	-3.51015165115027	4.4785119188809e-4	0.00485605443692753	0	0	0	0	19	25	32	256
TRINITY_DN10684_c0_g1_i1	HOL01	HOL03	16.5157203096437	230.995101063123	150.565333280568	-3.80031490343651	1.0878851140955	-3.4933053630357	4.7708062450269e-4	0.00515292494691621	19	27	4	78	600	52	55	418
TRINITY_DN12465_c0_g1_i25	HOL01	HOL03	2.04982210001899	46.9967105036472	30.1416273522866	-4.58953551124976	1.32717773447195	-3.45811671793591	5.4396566534923e-4	0.00584136171012978	0	0	5	74	28	45	7	130
TRINITY_DN10456_c1_g1_i1	HOL01	HOL03	4.96388296954943	38.3142581849632	25.807867479183	-2.98168968453769	0.865995569533539	-3.44307729673923	5.7513490471483e-4	0.00616742336207685	6	0	7	24	58	58	23	44
TRINITY_DN10306_c0_g1_i6	HOL01	HOL03	0	20.0030730295149	12.5019206434468	-6.685828853451	1.94979438088552	-3.42899175369177	6.0582793442902e-4	0.00648747364917417	0	0	0	31	16	0	23	44
TRINITY_DN11532_c0_g1_i3	HOL01	HOL03	38.520739105213	167.674205030455	119.241655308489	-2.11977377985834	0.618838668911986	-3.42540614597538	6.138809879424e-4	0.00656796908213681	75	27	10	229	109	146	179	292
TRINITY_DN11604_c1_g1_i2	HOL01	HOL03	0.819928840007597	15.9057220354617	10.2485495871664	-4.44322204211686	1.30659760923694	-3.40060475444441	6.7236968259129e-4	0.00716247328544439	0	0	2	8	10	39	7	29
TRINITY_DN1303_c2_g1_i1	HOL01	HOL03	1.63985768001519	28.1402417740623	18.2025977387947	-4.19381789267695	1.23603777752971	-3.3929528440939	6.9143540082662e-4	0.00735917424615036	0	0	4	12	58	33	14	30
TRINITY_DN1303_c0_g1_i1	HOL01	HOL03	23.2654789688435	2.35136238401742	10.1941561033272	3.26707134529866	0.966497244516331	3.3803214275418	7.2401105054165e-4	0.00769385758704825	4	30	31	3	0	5	2	4
TRINITY_DN101120_c0_g1_i2	HOL01	HOL03	0	32.8752301825371	20.5470188640857	-7.40235441419572	2.22003083519704	-3.33434756708626	8.5499748646621e-4	0.00901078806354371	0	0	0	0	44	65	4	76
TRINITY_DN12579_c0_g1_i6	HOL01	HOL03	1.57891526493187	13.8164378919772	9.22736690683522	-3.23697725433988	0.971962429088543	-3.33035224147023	8.6736184208722e-4	0.00913638042155944	1	0	3	13	20	22	6	14
TRINITY_DN11704_c0_g1_i5	HOL01	HOL03	7.6159105953658	41.5363169165798	28.8161645461245	-2.46341891028888	0.73970660992485	-3.33026483370096	8.6763418735379e-4	0.00913767805051662	6	6	9	102	32	21	17	66
TRINITY_DN11090_c0_g1_i1	HOL01	HOL03	3.21877294494706	40.1954959914753	26.3292248490272	-3.69473772722691	1.11775254267477	-3.30550599185884	9.4805076950897e-4	0.0099316748106067	1	0	7	33	80	48	13	37
TRINITY_DN11097_c0_g3_i2	HOL01	HOL03	1.53524305764619	22.4310165903116	14.5951015155621	-3.93595281805824	1.19284054171458	-3.29964708644187	9.6806482887422e-4	0.0101292153050933	0	1	3	53	3	36	21	15
TRINITY_DN12869_c0_g2_i1	HOL01	HOL03	0	11.2652879924643	7.04080499529019	-5.84581015171559	1.77811591753863	-3.28764288877617	0.00101029904904744	0.0105495058192932	0	0	0	3	33	9	6	3
TRINITY_DN1342_c3_g1_i4	HOL01	HOL03	373.911723141786	0	140.21689617817	11.1294944228139	3.442121649214	3.23332396615189	0.00122358718874903	0.0126558537809103	0	423	597	0	0	0	0	0
TRINITY_DN10098_c0_g1_i4	HOL01	HOL03	2.04982210001899	23.4800473836134	15.4437129022655	-3.61034701733013	1.12637836387849	-3.20527021213236	0.00134935740217003	0.0138747369132499	0	0	5	13	28	48	15	25
